,Unnamed: 0,id,comment_text,target
376,376,244742,"Blaming Bush for 9/11 is a conspiracy theory.  Trump also said Bush lied about Iraq WMDs.

Trump has stated that the concept of global warming was created by the Chinese to make U.S. manufacturing non competitive. Is this not a conspiracy theory?

Politicians are prone to puffery but statements such as these simply bizarre.",0.0
377,377,5040791,"Hah, ""comes in"", nice play on words there Commenter.",0.0
378,378,5285755,Duke's statements are therefore political as they have nothing to do with reality.,0.0
379,379,5842486,He may be 85 years old but tough as nails and determined to enforce the immigration laws of this country.,0.0
380,380,6182299,"More than a third of Puerto Rican households, or about 1 million people, still lack running water.

FEMA has given less than 10% of the drinking water needed.

FEMA says 60,000 homes need roofing work.   FEMA gave them a few thousand tarps.

150 backup generators were requested.  FEMA installed 17.

Puerto Rico is still suffering, never mind what FEMA and Trump tell you",0.0
381,381,5436471,"I found, from personal experience, the more money you have, the lighter the sentence.",0.0
382,382,610766,"My own ancestors pre-dated Ellis Island; all arrived between 1849 and 1862 - the Famine Irish. My understanding (clearly you would know better) is that federal laws before the Civil War were largely concerned with naturalization rather than immigration itself. It was the surge of Irish, German, Italian, Polish and other [primarily Catholic] immigrants to the Northeast and Midwest that was the impetus for laws to reign in the numbers.

And let's not forget the anti-Chinese bias in the western states that led to the Chinese Exclusion Act.",0.0
383,383,5751390,"man in a handcart not aware of where he is headed, the false prophets and apostates need to go quickly to their destination.",0.0
384,384,306048,"Well, ""Charlotte Brower,""of course!",0.0
385,385,6290913,Wah wah 😁,0.0
386,386,447606,"There are no reputable scientist that disagree with 99% of scientist in the world that human are causing this mess (AGW) first and foremost.  Those that don't have religious influence and are to rigid to bend from the bible, even as scientist. Seriously 97% is pretty darn a majority.",0.5
387,387,527876,"Hopefully the American Catholic Church will recognize what a visionary Joseph Bernardin was.  Only in his last year did the nation get to see the man's Christianity as he bravely faced his own death.  But long before that the thousands who came into personal contact with him felt his humanity and his keen perception of reality.  After his death he was reviled by those who were not as understanding.  A less Christian bishop would look down on current events and say ""I told you so.""",0.0
388,388,5896005,"Obviously you do not understand what you wrote.
""people who work and contribute""
If somebody loses their job they are not working and, according to your supposedly superior analysis and judgement, therefore not contributing  and have become, temporarily, underachievers.
You allege that they are now being rewarded as a result of their misfortune.
do you want to put a time limit on it?
Are they ok in your book if they are only out of work for a month? 6 moths? a year?
What rule are you going to set out for everyone else to obey?
get it straight.",0.0
389,389,6145007,"I did not see the game but Granato is needed in the back row for her offense and the lack of offense from the outside hitters, Castillo and Koelsch.  The middles are a mystery too as to who will play.",0.0
390,390,866423,"Her son has my deepest sympathy having a mother who appears to be on some leftist feminist rampage.  It is wonder she does not also put him in a dress.   She needs to read Christine Hoff Sommers  ""The War on Boys"" and realize she is part of a major problem of the mental abuse of young boys today. 

First of all she, along with other women marching need to understand what the inauguration is about - as apparently they are clueless.  So it is time for instructions.  The Inauguration day is a celebration for all Americans of the peaceful transfer of power from a previously elected administration to the new administration based on the results of an established and accepted election process that has been in effect for over 200 years.  It isn't about Democrats, It is not about Republicans, the existing Presidents attend as witnesses to the swearing in of the new President.  It is not about who the new President.  Whether the new President was Donald Trump or Hillary Clinton  is irrelevant.",0.1666666666666666
391,391,5838668,"That the AL is contaminated with so many dismal teams, almost but not quite as miserable as Your Js, it gives oxygen to the notion that if things break properly, Your Js could still make a run.

The fact that Your Js are 12th in a 15-team group--and have been most of the season--the lowest-scoring team, a run diff of -83, that statistically, there are no hidden gems amongst the roster that would offer any hope, they actually have something of a chance.  

Since ASB, Your Js are 19-20, almost .500, but outscored by about 15 runs.

They play a 3-gamer @ home vs. Twins, who hold the 2nd WC, 5 games up on Your Js.  If they somehow manage to sweep, and the other pretenders oblige, then, hey, it's game on.  Again.

Min actually has a better road record than Your Js do a home.  Gotta win tonight for sure.",0.0
392,392,5239721,"For those on the left that don't understand, the Kinder Morgan TMP has already been approved by the Feds. These pipeline approvals are not in the domain of provincial governments (and obviously shouldn't be). Wishful thinking on your part that pipelines are dead.  If the NDP and Greens wish to somehow try to block this pipeline, they will lose in court. Economics will decide whether the pipeline proceeds (as with the Petronas LNG one), not provincial politics.",0.0
393,393,5922958,"diverdave, DACA provided a path toward citizenship for Dreamers, which was eliminated when Trump rescinded it.",0.0
394,394,5405103,"Thank you for reporting..but I don't understand the lack of details the SA allows to be published. 

Was the boy wearing a helmet?  Did the driver stop to help?  Was the driver interviewed?  Was the boy turning left on the lane, etc, etc, etc.",0.0
395,395,5298944,"The problem with Abella is the same problem as with the judge who put a ""MAGA"" ball cap on display in his court - how can one who holds opposing political views be confident of an unbiased hearing by the court? There was a great hue and cry to remove that guy from the bench but Abella makes apolitical speech and what do we hear from the previous complainers? Not a peep.
The same people who complain that the Senate is an unelected body of political members that can over-rule the wishes of our elected politicians should also be complaining about the SCC which is an unelected body with political members who can overrule the wishes of our elected politicians.",0.0
396,396,5248157,"""The CEO says and does whatever he wants.""
""There's no accountability""
""except to a select group of fat cats."" 
""And if he fails, he'll just move on.""
""With a bigger bank account.""

Congratulations.  You just described... every POTUS in the past... 50?  75?  100? years.",0.3
397,397,5137125,Habs showed their real selves in the overtime. From this point on it's no contest. Habs move on.,0.0
398,398,5724652,"Since he can legally call himself a woman, he can also legally call himself  indigenous. Gender / race, it's all the same.",0.1666666666666666
399,399,995279,"Dan ""Lead from Behind"" Sullivan ripped Begich for ""carrying Obama's water,"" and now Dan's hands are calloused from all the water he's been toting for Trumpski. I'd like to know the number of times he has opposed a Republican-sponsored piece of legislation, or a Republican-appointed nominee? I'm gonna take a wild guess there's a goose egg in those two categories. 

Meanwhile, Lisa is waiting for public opinion polls to come back and tell her where to put her toe on the line, and in an off-election year Don Young is probably sauced and snoozing in an arm chair in front of a giant bear pelt.",0.0
400,400,1084534,"Saudi Arabia hs never been on Trump's banned list.

What's your point?",0.0
401,401,361609,"So the argument is, because the background check system is weak and flawed, there should not be any attempts to fix it?? About the same number of Americans now die by firearms as die in traffic accidents. I guess we should scrap our traffic laws too as using the same logic, they appear to be flawed too. The second amendment states that a WELL REGULATED State militia has the right to bear arms. What part of the term ""well regulated"" do gun rights advocates not understand?",0.0
402,402,388376,"Absolutely, Ethical should be included.",0.0
403,403,612647,I didn't. And you are the name caller. Now you try to rationalize why your ilk is attempting to form a race based country within a country and have everyone else pay for. Not going to happen.,0.0
404,404,6205347,"Unfortunately the only change at VA is it is much easier for nepotism to thrive. People that are fired could possibly just be employees who don't go to the same popular church, or better yet employees that are disabled.
The problem with VA is simple, they need more employees, they need updated technology, they need to get rid of the ""friendly hiring"" and they need to hire people who are qualified, no people who they know.
Everyone blames the VA Employees, but the problem ultimately lies with the lack of hiring. The employees that are there work really hard, but could use more coworkers.",0.0
405,405,6117492,"What a load of total tripe. Blame Trump for everything.

It's similiar to the Conservative MPs scurrying down to America to complain about the Khadr settlement; another pathetic example of Canada not not being sufficiently responsible for ourselves.",0.4
406,406,5891024,Same old tried and failed crap from the democrats and the Post falls for it again. All the democrats have done is to morph into the party of hate regardless of the harm it does to our country!,0.9
407,407,510171,"""I have observed that while there have been few republicans/conservatives that have made disparaging remarks about heavy people, it has been those on the left, comedians and pundits that have been very much the vast majority of those making insulting remarks about people who are weight challenged, as I once was.""  --Larry Davis 5 hours ago

Prove it!",0.0
408,408,915381,How about buddy boy drywaller  who is is jail for killing the 3 kids and grandad last year.....I believe he is third generation.,0.4
409,409,5690962,"Graham said “If Jeff Sessions is fired, there will be holy hell to pay.” -- He also said ""Any effort to go after Mueller could be the beginning of the end of the Trump presidency – unless Mueller did something wrong. Right now I have no reason to believe he’s compromised”.  I should hope so -- we'd need a bullet-proof investigator to hold DT and crew to account.",0.0
410,410,383426,As always positions look out for themselves and the big money. Why cant they do their job and represent and protect the people who chose them. We become the victims to their greed and ambitions.,0.0
411,411,755366,"Karen Spencer, cont....

First, William Hirzy is a long time antifluoridationist, current paid lobbyist for the New York antifluoridationist faction, ""FAN"",  who was once the leader of a small EPA employee union which went defunct shortly after he deemed a few members in attendance at a meeting in 1999 to be a ""quorum"" then had that ""quorum"" vote to support his antifluoridationist activities.  That is the extent of the EPA scientists nonsense so distorted by antifluoridationists ever since.  After that little union went belly up, ot was usurped by the larger, legitimate, EPA union.  Neither this union, nor the EPA has any official position on fluoridation.

to be cont........

Steven D. Slott, DDS",0.0
412,412,990162,"The most ridiculous headline ever. Of course they'll do well if everything ""works to perfection."" And if it doesn't, it'll be 2013 all over again. Spring training is the time of eternal optimism, but this lineup only puts fear into the hearts of its fans. More question marks than a multiple choice exam.",0.5
413,413,782900,"You may be right, but it is a terrible way to look at the problem. Canada is in overall terms a very small piece of the puzzle. But as individuals, we are among the highest emitters on a per capita basis in the world. How can we expect the countries who will move the needle to take action if we are unwilling to do our admittedly small part?",0.0
414,414,5547951,Of course Rand Paul is correct.  Repeal . . . and then replace!,0.0
415,415,5366872,Not at all.  Seen many election and seen many a fool from different party's get voted in.  Only for four years.  In 2019 someone else who is probably not qualified will get voted in and do all the Politically Correct things.  If the Libs had a leader like Paul Martin I would probably vote for them.  If the Cons reran Stephen Harper I would vote for him.  I will vote for who I think will be a GOOD leader.,0.4
416,416,5790900,Canadian banking and telecommunications are protected from foreign competition. As a result we pay some of the highest rates for those services in the developed world.,0.0
417,417,6259153,But the trucks never stop. They just move on to the next site.,0.0
418,418,6251497,"While writing these letters is appropriate, what is Jones doing to end our war without end or boundaries?  Where is it written that the U.S. has the right to kill people in any country it  chooses?",0.1666666666666666
419,419,906657,"I think the essential problem with this isn't the expense. If it's paid for entirely by money that I have not put in, then the costs aren't important.

The essential problem with this is the symbolism. The reasons stated for having the escort are clearly BS, so what was the real reason? It looks to me like it's that Taggart wants to be treated like some sort of royalty. 

In a town where a whole lot of people have had serious issues about the impact of the football team on the UO and Eugene for many years, it's not hard to see why this sort of thing would irritate many.",0.0
420,420,5429845,"Seriously? 
Science is NEVER allowed to say the word; ""PROVEN"" even for a climate change end of the world? Are they also only 99% sure the planet isn't flat? 
36 MORE years of ""could be"" the end of the world will make CO2=Y2Kx1984/0

The price you evil climate blaming witch burners will pay for your fear mongering will be in your own children's history books.
Even Bush didn't threaten the lives of billions of innocent children with CO2 death threats.
Shame on all of you.",0.1666666666666666
421,421,5924024,He did plan it. He was in chat rooms talking about it and his friends in the chat room encouraged it,0.0
422,422,5263122,"I suppose that's what your ears hear. Sounds to me more like a reminder that  those who wish to provide a counter-cultural witness to the Gospel in politics and society need to remember that

No one can serve two masters. He will either hate one and love the other, or be devoted to one and despise the other. You cannot serve God and mammon.",0.0
423,423,310762,"When Obamacare is repealed the State pays 100% of the cost of Medicare expansion.  We can't afford t pay even the 10% we are committed to paying.  This was an illegal, unilateral expansion that must be stopped",0.0
424,424,5437355,"Eric Bjerregaard, Both of the JFF members who resigned were employees of GMO corporations.  That is not speculation.  That's a fact.  http://thegardenisland.com/news/local/seed-companies-reps-vacate-pesticide-study-group/article_50b37b4f-128b-59c3-a7b8-4337dcdaf008.html",0.0
425,425,372010,And you're definitely a part of the grifter class.,0.6
426,426,360866,I'm confident that the bill will be paid as long as it is consistent with the signed contract executed between the City of Eugene and the campaign organizers just as it was between the City of Eugene and the campaign organizers who represented Candidate Obama in 2008.,0.0
427,427,457662,Here is the beauty! We pay for their HANDOUTS but when we need them we don't qualify. Isn't that fabulous??,0.0
428,428,264082,"And, if that's the case, apartments for doctors and lawyers downtown, is that a bad thing? (Tax breaks aside, of course). Just askin'.",0.0
429,429,857405,"Pretty sick reasoning and inane math - but noise seems to pass for logic Nd legitimacy with the addled, so ---",1.0
430,430,5965653,Margaret can you print out this article and leave it on Sylvia Stead's desk please? She is somehow misinformed on all these points.  Her latest post made my brain atrophy.,0.1666666666666666
431,431,5134866,"Thanks for this story.  When I was in China I was surprised, pleasantly, by how positive people were to Canada and that was largely through being taught about Bethune in their schools.  Some propaganda no doubt as Bethune assisted the Communist military, but whatever.

Was startled by The Harper Government's hostile (but ultimately obsequious) approach.  
Much better to have Trudeau's friendly stance although, of course, caution is necessary too.
With America being led as it is, China is becoming ever more important on the world stage.",0.0
432,432,5543569,"A direct flight means no change in flight numbers, with or without a stop.",0.0
433,433,5755897,If pipelines are not economically viable they will not be built.  Pipelines are not built until shippers have committed to use (and pay) for it which ensures the economic viability.,0.0
434,434,5490980,"Used properly as part of a holistic financial plan you actually end up with more net worth with a reverse mortgage than without.  The alternative of selling off investments is incurring capital gains tax, reducing dividend income, no market timing and possibly no longer  qualifying for old age security. It is also the only mortgage product where you can not lose your house.",0.0
435,435,764694,"Genetic analysis reveals that we all, ultimately, descended from the San.",0.0
436,436,5273551,"Yawn,

You really need to get some new material.

The MSM, and the rest of the lefties have saying that for over a year and Trump was so stupid that he became the most powerful man on earth.

So how’s that been working for you?",0.7857142857142857
437,437,5036639,"Right....or maybe we  could send ""Rambo""....",0.0
438,438,739089,"Acrylic is actually a horrible hat fabric.  They also have $200 for the cashmere.  My favourite hat is a French model that is made from some unique knit fabric that is wool on the outside and cotton on the inside, warm and not scratchy.",0.0
439,439,5756901,"NC is irrelevant to discussion of veracity in the case of Trump's statement regarding military and transgender.  I think you know that.  One has to wonder how you can invoke Trump as a factor in NC.  Apparently, they were taking down a civil war commemorative statue to be PC with the very predictable result that unrest and potential violence would ensue.  Since it was likely liberals who decided to remove the statue, it would seem the violence and protests are their fault.",0.1666666666666666
440,440,6327240,"Didn't the Russian doping scandal break in 2014, shortly after Sochi, and well over a year before anybody said anything about Russian meddling in the U.S. election?
These Russian election meddlers sure did  plan ahead. They seem to have plotted their revenge before they even knew they were wronged.",0.1666666666666666
441,441,759090,"The world is getting better?..what colour is the sky in your world?..The middle east is in flames..Russia and China are on the a global expansionist route.. Anti Semitism is on the rise...Racial strife in the US not seen since the 60""s...Record debt...The slowest ever growth rate coming out of a recession..Health care costs out of control..A world that no longer respects or even fears the US..and the list goes on and on..these are perilous times...remove your head from your rectum..the last eight years have been an unmitigated disaster",0.0
442,442,445700,"It is only 2.5 percent on anything over 25 million. Oregon rates as one of the lowest taxes for business, while one of the highest for individuals. I think it's time to make things a little fair.",0.0
443,443,5799894,"These drugs are incredibly effective, though, for most purposes, they should never be used for more than a few days. It's not reasonable to remove them from the market, nor to seek to intimidate good doctors from prescribing them. However, the manufacturers, and doctors should seek to find a common goal as to their usefulness and purposes, where extended use is not considered either normal or proper, except in the most extreme circumstances.",0.0
444,444,5153957,"Big deal, Trudeau spends $1.2 million on a family Christmas vacation!!",0.0
445,445,5058737,"Like many right-wing clowns, Perry is an entertainer catering to low-information voters.",0.7
446,446,442328,Wut? This poor kid is Native and wasn't shot by a cop.,0.2040816326530612
447,447,4974497,"It is becoming quite clear that the Americans voted for a Sociopath -in Chief. How and why people voted for this guy is a complete mystery , although it did not hurt that he and his team were allegedly in cahoots with the Russians . Imagine this guy is going to be around for 4 years. Unbelievable.",0.0
448,448,882973,"Lol, looks more like footage of your mother giving birth to you",0.3
449,449,5119024,"""The bill also reduces the state Public Utilities Commission’s oversight of the GEMS loan program.""  This doesn't sound like a good idea.",0.0
450,450,6120937,In some way I think it gave her a sense of empowerment over these men she knew who conducted themselves this way. She in all likelihood used the information as a tool to rise to the top of the political food chain; amassing enough damaging information on individuals that stood in her way.,0.0
451,451,6232136,"Actually you won't be able to tell if it's a net increase until you see what income tax rate you're paying on the withdrawals in retirement.  That's what tax deferral is -- paying the income tax way in the future (at those rates) rather than now (on these rates).  That $18,000 you're contributing now isn't tax-free, it's just tax delayed.  And when you retire, you won't have to pay taxes on the principle. So you won't actually need to have as big of a total when you retire. 

When you say ""non-tax-deferred IRA"", I assume you really meant just any regular (taxed) savings/investment.  By definition, IRA is tax-deferred.  Otherwise it just regular savings/investment.",0.0
452,452,4969984,When is the next Federal Election?  Timelines will be tightened up by then - there's a voting demographic to court.,0.0
453,453,6039405,"""Patriotism means . . . .""  What a buffoon.  When did you write the dictionary?  On what ground do you decide that patriotism does not include showing respect for a nation's symbols?",0.2
454,454,464009,"Another insightful piece. Eugene is fortunate to continue to have such intelligent and entertaining local coverage of our sports scene. Thank you, Austin.",0.0
455,455,5094101,"That would actually be H-U-M-O-U-R in Canada.

Hopefully, they ban misspellers while they are at it.

Ohhh..... and puppies sometimes irritate me because they're freakishly enthusiastic and excitable.

Those can go too.",0.2
456,456,5166696,"Those guys should be going to jail..........I don't care if they are native or not  they are criminal and this more than likely was the only time they got caught......you can bet they've been doing it for a long time.    
They are idiots and they are stupid AND they should be treated like anyone else would be if they were poaching.    Throw the freaking book at them.",0.725
457,457,792223,I was not aware of the various sources of funding for fish and game. If I figured out the budget correctly it still appears the state is the largest funding source.,0.0
458,458,5447015,"40 is murder rate in Detroit, 80% Black
_4 is murder rate in Seattle, _8% Black

No mystery on how to reduce crime.",0.3
459,459,6252202,"Hey Nana-kool-aid, how's your sister Katherine Kealoha doing? You think they'll house her with the general population in the industrial prison complex or will they lock her up together with HitLIARy?",0.0
460,460,988945,It can be considered a tax if the benefit that pays out to you is less than you put in.,0.0
461,461,5113436,"No wild conspiracy, you just got caught.",0.0
462,462,6001469,"This just in from the New York Times---

""WASHINGTON — As more than 40 subdued Republican senators lunched on Chik-fil-A at a closed-door session last week, Senator Cory Gardner of Colorado painted a dire picture for his colleagues. Campaign fund-raising was drying up, he said, because of the widespread disappointment among donors over the inability of the Republican Senate to repeal the Affordable Care Act or do much of anything else.""

“Donors are furious,” one person knowledgeable about the private meeting quoted Mr. Gardner as saying. 

Cory just wants to satisfy his Koch Brother type donors.  You know, the obscenely wealthy.",0.0
463,463,696703,"Everyone is quick to say B.C,'s carbon tax has saved the world.....BUT.... Let;s look at who is exempt from those fee;s, I would venture a guess that most of the :Enviros:, are the ones driving across the border , filling up on \\\\\\\\\\\\\\' My God,,,, Cheap American Fuel"" and decrying our own industries..... Those of US that do not live in a convenient distance from the border must pay the full extent of the tax",0.0
464,464,721704,I was trying to edit my comment and correct errors when I accidentally posted it. I was trying to add that addicts sometimes end up selling drugs themselves to support their habit and end up incarcerated.,0.0
465,465,5423717,"Yet another day with a chip on your shoulder, eh Nate? The answer is probably just what you already knew - since Lee Harvey Oswald, many if not most assassinations and mass murders have been committed using cheap large-capacity surplus military arms, or their civilian clones. Have a better day, I have to go out and have fun with friends now.",0.0
466,466,5824817,"Her skin wasn't so much 'crawling' as it was shedding.  Slither away Hildabeast, you're finished.",0.1666666666666666
467,467,4981521,"Yes, there is a difference for people who have pensions. Give caution to taking CPP before 65 or you will bust the Bridge. The Bridge is calculated to 65, so if you take CPP earlier than 65 you will create a lesser integrated amount (CPP+ Pension) than you would by delaying CPP to 65. Of course, OAS could make up the difference. Make sure you know the math and it works for you before you start drawing CPP. I don't think people with pensions benefit much by taking CPP later than 65. You have to check whether delaying past 65 would also start hitting the Old Age Tax Credit. Lots of variables, least of all is quality of life at earlier stages and what more money then can do for the retiree.",0.0
468,468,1053999,Is this satire or are there no maps in your world?,0.1666666666666666
469,469,6174376,"So we should flood the streets with fentanyl then right?
""It's the individual, not the tool.""

Your ""reasoning"" is insane and does not work.  Next?",0.4
470,470,6020114,"Yes, sadly and seriously.  I'm as pissed at Trump as anything else. 

Still, my dad and I talked about it for a while today and feel like we need to send a message. He wanted to burn all the tickets for the year, I wanted to sell to some good friends who happen to be Raiders' fans. This is our compromise. Not watching the game on TV either. I don't buy a lot of Bronco gear but I won't burn my TJ57 jersey or my SA27 either. 

Good thoughts about donating to vets or kids. Probably won't happen as empty seats are the idea here. We'll see how the season goes and where this protest goes. Didn't watch the game yesterday which felt weird. It sounds like I didn't miss much.",0.0
471,471,5000571,"Omar's father was well-respected in NW Pakistan and Afghanistan because of his charitable activities. He knew all the militant leaders, and sometimes acted as a go-between when they were quarreling. However there's no evidence that Omar's father was directly involved in any terrorist activities. In fact, it would've been out of character given the many charitable programs he spearheaded.

https://en.wikipedia.org/wiki/Ahmed_Khadr",0.0
472,472,6244967,"Californians aren't very tough, are they?",0.1666666666666666
473,473,811146,"Lol.  You post the most hysterical, sanctimonious whinge I've read in a long time and then call me a ""snowflake""  and talk about ""safe-space echo-chambers?""  Not the most self-aware, are you fella.",0.5
474,474,6167336,"You're right that govt has ignored a major sector of ""climate"", and that is the mainstream group who examine climate without the pre determined bias of the IPCC and its parrots.
There is a large and growing body of evidence which shows CO2 is NOT responsible for global temp rise, and that the IPCC computer models produce ridiculous extreme predictions that have not been borne out with real world data.
The IPCC shills continue to produce hysterical predictions that will undoubtedly be as wrong as most have been to date; no global warming; no sea rise; no sinking islands. When do we start ignoring these chicken littles?",0.4
475,475,4974003,"Nice googling.  You have found some exceptions to the rule regarding homeless shelters and gay couples.  It's not true up in my neck of the woods for either the Salvation Army or Catholic charities.  Exceptions do not make a blanket policy.  However, your challenge to me was to name one program, just one, that denied services to gays and I gave you two.  You chose not to address the therapy issue.

Yes, you made the comment that certainly implies any open gay would only choose to work for a Catholic charity because they were defiant of Catholic teaching.  This is total BS because Catholic charity agencies frequently hire people who aren't even Catholic. I know a number of gays who are out to their friends but not the management of the Catholic agencies they work for.  It's wink wink nod nod.  Like the Church, you have an issue with gays.  I don't choose to argue further with you.  It's pointless.",0.3
476,476,5021944,"Yes....and he had the nerve to say  (quote)....“People in Hawaii don’t know how to process a Muslim other than what they see on TV,” he said.  Is that Mr. Chin's way of calling us locals, STUPID?   

Yeap.....Mr. Chin...please take your mainland values back to Seattle.",0.7361111111111109
477,477,5913245,"No pressure, Ian.",0.0
478,478,5795674,The only people similar to ISIS in this country are these fascist Nazis and confederates.,0.5
479,479,5486743,"I totally agree with Levin that Trump should not be bullied to stop tweeting, if indeed Trump could be bullied about anything.  No, he should quit on his own, because Men just don't Tweet.
Girls tweet.  Millenials tweet.  Some moms tweet.
But Men don't tweet.
(Nor do they use Facebook if they can help it)",0.0
480,480,1013525,"Here is a novel idea, how about Syria apologize and compensate these Syrians!",0.0
481,481,5812455,"""Her true feelings came. Maybe she should have said she wouldnt loose any sleep if he wasnt president anymore. Same way I feel about the politician criminals that are here destroying the aina.""
Copy and paste is your friend.
I didn't realize it, but you have more friends than I thought.",0.0
482,482,5888733,"You are a bitter, old, morally bankrupt, traitor Senator McShame! Your ass is showing!",0.8461538461538461
483,483,5663278,"Thanks for your response.  CA is a difficult state to be a non-citizen and trying to vote.  Some reasoning of my own tells me that if I was legal resident, I'd plum crazy to jeopardize my legal non-citizen status.  If I was an illegal -- why would I register to vote and give the gov't and ICE access to my address?  THAT would be dumb.",0.7
484,484,5787446,"Of G 7 leaders in power during the global collapse in Q4 of 2008, only Harper and Germany's Merkel won subsequent elections and only Harper increased his share of votes and seats.

Uniting 2 feuding, fractious parties he finished a strong 2nd in 2004 and then won 3 elections in row as the only PM ever to increase his vote % and seats in 3 elections 6-8-11) in a row.

He was also the only modern leader of a conservative party in a mature democracy to win (2011) the largest % of the immigrant vote.

Like King and Trudeau 1.0, he failed to match Laurier's 1908 feat of  winning 4 consecutive elections but the CPC did finish a strong 2nd in 2015, only 7% behind the Liberals in the popular vote and with 99 seats.

This was not humiliation but rather predictable voter fatigue and desire for change, for a new face and voice and promises.

In the final 2 weeks of the 2015 campaign, enough voters decided Trudeau was a better bet than Mulcair to beat Harper so Trudeau won.

Hardly a humiliation!",0.0
485,485,5724026,"May this young women experience triumph over that sad disease.  Please keep your chin up, we are rooting for you.",0.0
486,486,5046913,"Wow, this is very good reporting under severe time pressure: my hats off to Mr. Mims!
These Ducks don't appear flashy--- they just keep playing a tiny bit better than the opponent. They also show great character in their scrappiness and ""never say die"" attitude. I don't know how far it will take them, but swagger doesn't hurt at this level.",0.0
487,487,5337528,"Merkel is an academic -- a researcher who has been hanging off the gov't payroll flogging politics for decades..

Seems Merkel enjoys the stature & intrigue, & likely control, she exerts in the EU. But quite frankly -- it seems that even the lofty condescending Merkel is dominated by a man -- her father's religion rules her.

Merkel's no borders scenario allowing millions to invade both Germany & other European countries was incredibly stupid for someone claiming a doctorate in quantum chemistry; this woman & her own private world of 'bias' has destroyed the peace of mind for her countrymen/women for decades to come while satisfying a righteous itch.

Merkel should have acknowledged her stupid blunder & worked to slow down a grand slam invasion of her Germany, but instead Dr. Merkel chose to play politics.

And so, here we go with the 'Trump Mania Garbage Again' instead of scrutinizing what Merkel has done to her own country.",0.0
488,488,5297907,"Christine Cunningham: ""A hunt in the mountains is my connection to the life cycle."" Yet your goal is to end the life cycle for others with whom we share this planet.",0.0
489,489,843244,Go Leaves.,0.0
490,490,6120923,"How long until Trump compares this to Hurricane Katrina and decides because there are only dozens of deaths it is not a ""real"" catastrophe?",0.0
491,491,5420359,"Did the Residential A rate for not-rented properties valued over $1 million get dropped? I hope so it was unfair to a lot of people, including locals.",0.0
492,492,5037497,"Trump's dad was worth $500M BACK i the 80's...WHEN without his help the so called President would have gone under personally.....never mind losing hundreds of millions of investors dollars and ""cheating"" suppliers.  Back in the day he even fronted $2M ( Trumps dad) to a Casino so the Casino could help this so called President.....they were caught doing this by the Gaming Commission, Mr. Trump senior paid a fine and the $ had to be returned.  THAT is the kind of person who is this ""so called"" President.  Learn your fact pal.",0.0
493,493,5388644,And is on life support!,0.0
494,494,5685471,"The fool, by national and world-wide acclaim, is none other than Twittin' Donnie.

Other models of Trump include:

Lyin' Donnie
Bankrupt Donnie
Russian Donnie
Gropin' Donnie
Fraud Donnie

New models being added all the time.",0.6
495,495,386562,"Easy Money Maguire. 
She doesn't care, she's not up for re-election.",0.0
496,496,722546,"So has BC, until they decided to even make transit nearly unaffordable and place ridiculous tolls on bridges (even though billions of tax money was used to build them) while even increasing a gas tax and adding a transit tax onto hydro bills... of which they increased over 300% since the BC liberals have been in power.

The cost to commute in BC is astronomical. $11.00/day for transit or $6.30 to even use a bridge that never was tolled before (plus parking fees in the $100's per month)- they even charge you $30.00 if you dispute a toll charge.",0.0
497,497,5589146,"As an educator, I do not punish my whole class for bad behavior by a couple of students. That's is what's going on here. And why ban only plastic shopping bags? Shoots, an abandoned car has more plastic on it than you realize....",0.0
498,498,5154059,France better hopes she wins.,0.0
499,499,1008702,"Your trash talk would be more impressive if a) the Globe didn't apply a community-based approvals process, which means the Globe let us police ourselves and b) the Globe were a government agency and required to uphold freedom of speech laws.

That being said, pray continue....",0.6
500,500,929103,Gone up a notch in my esteem.  What the hell does that mean?,0.3
501,501,872413,An awful speech. A very sad day for Americans who now have to endure Trump and his racist and bigoted advisors for the next four years. Americans are the losers and so are world democracies as Trump aligns himself with Putin. He's a train wreck. This is not normal and I hope that the people of the USA and the world do not normalize his actions.,0.2
502,502,6190959,"None of the numbers you post contradict anything I said.  Norway has a large sovereign (government-controlled) wealth fund, but they have smaller personal savings for individuals and families.

Canadians have comparatively higher personal saving, wealth held in our pension plans, RRSPs, TFSA, unregistered accounts, etc.  Total wealth is very comparable between our two countries, but in Norway the government controls a larger share of that wealth through their Sovereign Wealth Fund.",0.0
503,503,5946621,"I wondered how long before the deniers come out. 
I have no kin that died there and I don't profit from it. I care though.",0.0
504,504,847035,Lock him up!,0.4
505,505,552703,"Yes, I'm angry. Angry that the Homeless who are trying to get help, turn their life around, and get back on their feet get lumped in with the crowd who seemingly care nothing about others (including the Homeless), this community, or improving their own lot,  I'm angry about people who trash the environment, intimidate people through their words and actions, and show no respect toward others. I'm angry about people who blame the police and find one excuse or another to not take responsibility for their own actions,  I'm angry that hundreds of thousands of limited public dollars, that otherwise might be devoted to house and help the homeless, addicted, and mentally ill, are wasted on UofO party patrols, dealing with selfish, obnoxious behavior, cleaning up trashed parks/public areas, repairing vandalism, etc. I'm angry about the lack of and enforcement of basic standards of decency among people. I'm angry about the people who come to this community and don't give but only take,",0.2
506,506,431798,"Who, your dream would be Stalin!  Another fan is in the white house!",0.0
507,507,5322759,"They can rely more on Merkel than this country can rely on Trump. Everyday we have a new revelation that sinks his administration deeper into his own created ""swamp.""",0.1666666666666666
